"initial_alias","converted_alias","name","description","namespace"
"KCNAB2","ENSG00000069424","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF17","ENSG00000132972","RNF17","ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMURF2","ENSG00000108854","SMURF2","SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C16ORF91","None","None","None",""
"KHDRBS2","ENSG00000112232","KHDRBS2","KH RNA binding domain containing, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO5","ENSG00000112029","FBXO5","F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GGT8P","ENSG00000236969","GGT8P","gamma-glutamyltransferase 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:33438]","GENECARDS,HGNC"
"TMEM173","None","None","None",""
"NQO1","ENSG00000181019","NQO1","NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FABP3","ENSG00000121769","FABP3","fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEIS1-AS3","ENSG00000226819","MEIS1-AS3","MEIS1 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40369]","GENECARDS,HGNC"
"MS4A14","ENSG00000166928","MS4A14","membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00379","ENSG00000229557","LINC00379","long intergenic non-protein coding RNA 379 [Source:HGNC Symbol;Acc:HGNC:42705]","GENECARDS,HGNC"
"FAM3C","ENSG00000196937","FAM3C","FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPTLC1","ENSG00000090054","SPTLC1","serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PITX1","ENSG00000069011","PITX1","paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAL3ST3","ENSG00000175229","GAL3ST3","galactose-3-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:24144]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD274","ENSG00000120217","CD274","CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPY","ENSG00000108849","PPY","pancreatic polypeptide [Source:HGNC Symbol;Acc:HGNC:9327]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNNC2","ENSG00000101470","TNNC2","troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD51D","ENSG00000185379","RAD51D","RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPEP1","ENSG00000015413","DPEP1","dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDLIM4","ENSG00000131435","PDLIM4","PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MORF4L2-AS1","ENSG00000231154","MORF4L2-AS1","MORF4L2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27991]","GENECARDS,HGNC"
"LARP7","ENSG00000174720","LARP7","La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNC13D","ENSG00000092929","UNC13D","unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL6A1","ENSG00000142156","COL6A1","collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SERPINB9P1","ENSG00000230438","SERPINB9P1","serpin family B member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28590]","GENECARDS,HGNC"
"MKL1","None","None","None",""
"ARHGDIA","ENSG00000141522","ARHGDIA","Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAB2","ENSG00000055208","TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFYC-AS1","ENSG00000272145","NFYC-AS1","NFYC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49451]","GENECARDS,HGNC"
"CD46","ENSG00000117335","CD46","CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THUMPD3-AS1","ENSG00000206573","THUMPD3-AS1","THUMPD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44478]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NLGN3","ENSG00000196338","NLGN3","neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FUT1","ENSG00000174951","FUT1","fucosyltransferase 1 (H blood group) [Source:HGNC Symbol;Acc:HGNC:4012]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYT15","ENSG00000204176","SYT15","synaptotagmin 15 [Source:HGNC Symbol;Acc:HGNC:17167]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLPH3L","ENSG00000143457","GOLPH3L","golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01413","ENSG00000260172","LINC01413","long intergenic non-protein coding RNA 1413 [Source:HGNC Symbol;Acc:HGNC:50705]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CCL4","ENSG00000275302","CCL4","C-C motif chemokine ligand 4 [Source:HGNC Symbol;Acc:HGNC:10630]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A11","ENSG00000168065","SLC22A11","solute carrier family 22 member 11 [Source:HGNC Symbol;Acc:HGNC:18120]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL10A","ENSG00000198755","RPL10A","ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNJ3","ENSG00000162989","KCNJ3","potassium inwardly rectifying channel subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:6264]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01227","ENSG00000260737","LINC01227","long intergenic non-protein coding RNA 1227 [Source:HGNC Symbol;Acc:HGNC:49680]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SDHAF3","ENSG00000196636","SDHAF3","succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFTPC","ENSG00000168484","SFTPC","surfactant protein C [Source:HGNC Symbol;Acc:HGNC:10802]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OTX2-AS1","ENSG00000248550","OTX2-AS1","OTX2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:43906]","GENECARDS,HGNC"
"NLRP3","ENSG00000162711","NLRP3","NLR family pyrin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GALNT6","ENSG00000139629","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSRC1","ENSG00000134222","PSRC1","proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGB8","ENSG00000105855","ITGB8","integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENAH","ENSG00000154380","ENAH","ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBTB48","ENSG00000204859","ZBTB48","zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTN4R","ENSG00000040608","RTN4R","reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BPIFB3","ENSG00000186190","BPIFB3","BPI fold containing family B member 3 [Source:HGNC Symbol;Acc:HGNC:16178]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIPA","ENSG00000107798","LIPA","lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHLPP1","ENSG00000081913","PHLPP1","PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPN1","ENSG00000120054","CPN1","carboxypeptidase N subunit 1 [Source:HGNC Symbol;Acc:HGNC:2312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRR30","ENSG00000186143","PRR30","proline rich 30 [Source:HGNC Symbol;Acc:HGNC:28677]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WBSCR17","None","None","None",""
"FAM19A4","ENSG00000163377","TAFA4","TAFA chemokine like family member 4 [Source:HGNC Symbol;Acc:HGNC:21591]","UNIPROT_GN"
"SCARF2","ENSG00000244486","SCARF2","scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFAP44","ENSG00000206530","CFAP44","cilia and flagella associated protein 44 [Source:HGNC Symbol;Acc:HGNC:25631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NRAS","ENSG00000213281","NRAS","NRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:7989]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00955","ENSG00000216560","LINC00955","long intergenic non-protein coding RNA 955 [Source:HGNC Symbol;Acc:HGNC:26644]","GENECARDS,HGNC"
"PTPN18","ENSG00000072135","PTPN18","protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOST","ENSG00000167941","SOST","sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS26P11","ENSG00000196933","RPS26P11","ribosomal protein S26 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:31817]","GENECARDS,HGNC"
"TRIM63","ENSG00000158022","TRIM63","tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPQ","ENSG00000104324","CPQ","carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01428","ENSG00000228888","LINC01428","long intergenic non-protein coding RNA 1428 [Source:HGNC Symbol;Acc:HGNC:50738]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GTSCR1","ENSG00000263417","GTSCR1","Gilles de la Tourette syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:18406]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"AGO1","ENSG00000092847","AGO1","argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKN3","ENSG00000100526","CDKN3","cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLYATL3","ENSG00000203972","GLYATL3","glycine-N-acyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:21349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCO1","ENSG00000133028","SCO1","synthesis of cytochrome C oxidase 1 [Source:HGNC Symbol;Acc:HGNC:10603]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMDT1","ENSG00000183172","SMDT1","single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGA1","ENSG00000213949","ITGA1","integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL23AP87","ENSG00000232938","RPL23AP87","ribosomal protein L23a pseudogene 87 [Source:HGNC Symbol;Acc:HGNC:51578]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RPL23AP87","ENSG00000293087","RPL23AP87","ribosomal protein L23a pseudogene 87 [Source:NCBI gene (formerly Entrezgene);Acc:388574]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"IFITM2","ENSG00000185201","IFITM2","interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABHD17B","ENSG00000107362","ABHD17B","abhydrolase domain containing 17B, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:24278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGKB","ENSG00000136267","DGKB","diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCA7","ENSG00000064687","ABCA7","ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAL2","ENSG00000147676","MAL2","mal, T cell differentiation protein 2 [Source:HGNC Symbol;Acc:HGNC:13634]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP13A1","ENSG00000105726","ATP13A1","ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NIM1K","ENSG00000177453","NIM1K","NIM1 serine/threonine protein kinase [Source:HGNC Symbol;Acc:HGNC:28646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM120B","ENSG00000112584","FAM120B","family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C3ORF58","None","None","None",""
"ALDH3B1","ENSG00000006534","ALDH3B1","aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIOBP","ENSG00000100106","TRIOBP","TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PI4K2A","ENSG00000155252","PI4K2A","phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:30031]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AKIP1","ENSG00000166452","AKIP1","A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1170]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUPT6H","ENSG00000109111","SUPT6H","SPT6 homolog, histone chaperone and transcription elongation factor [Source:HGNC Symbol;Acc:HGNC:11470]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GGT5","ENSG00000099998","GGT5","gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SREBF2","ENSG00000198911","SREBF2","sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PANK3","ENSG00000120137","PANK3","pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP4F62P","ENSG00000239402","CYP4F62P","cytochrome P450 family 4 subfamily F member 62, pseudogene [Source:HGNC Symbol;Acc:HGNC:39956]","GENECARDS,HGNC"
"FOXL2","ENSG00000183770","FOXL2","forkhead box L2 [Source:HGNC Symbol;Acc:HGNC:1092]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF410","ENSG00000119725","ZNF410","zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREG1","ENSG00000143162","CREG1","cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAN1A2","ENSG00000198162","MAN1A2","mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01393","ENSG00000225535","LINC01393","long intergenic non-protein coding RNA 1393 [Source:HGNC Symbol;Acc:HGNC:50669]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PSMD13","ENSG00000185627","PSMD13","proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3GL3","ENSG00000140600","SH3GL3","SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZSWIM4","ENSG00000132003","ZSWIM4","zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MT1DP","ENSG00000205361","MT1DP","metallothionein 1D, pseudogene [Source:HGNC Symbol;Acc:HGNC:7396]","GENECARDS,HGNC"
"RPUSD2","ENSG00000166133","RPUSD2","RNA pseudouridine synthase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24180]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UCK1","ENSG00000130717","UCK1","uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COBLL1","ENSG00000082438","COBLL1","cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GUCA1A","ENSG00000048545","GUCA1A","guanylate cyclase activator 1A [Source:HGNC Symbol;Acc:HGNC:4678]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C12ORF54","ENSG00000177627","C12orf54","chromosome 12 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:28553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPDL1","ENSG00000040275","SPDL1","spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TLR7","ENSG00000196664","TLR7","toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THEM5","ENSG00000196407","THEM5","thioesterase superfamily member 5 [Source:HGNC Symbol;Acc:HGNC:26755]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGSF21","ENSG00000117154","IGSF21","immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRGAP2B","ENSG00000196369","SRGAP2B","SLIT-ROBO Rho GTPase activating protein 2B [Source:HGNC Symbol;Acc:HGNC:35237]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D15","ENSG00000121749","TBC1D15","TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARID5A","ENSG00000196843","ARID5A","AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTPN","ENSG00000105887","MTPN","myotrophin [Source:HGNC Symbol;Acc:HGNC:15667]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRF4","ENSG00000137265","IRF4","interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EZH1","ENSG00000108799","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF780A","ENSG00000197782","ZNF780A","zinc finger protein 780A [Source:HGNC Symbol;Acc:HGNC:27603]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF281","ENSG00000162702","ZNF281","zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PXMP4","ENSG00000101417","PXMP4","peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHC3","ENSG00000173889","PHC3","polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHDC10","ENSG00000128607","KLHDC10","kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1ORF233","None","None","None",""
"INHBC","ENSG00000175189","INHBC","inhibin subunit beta C [Source:HGNC Symbol;Acc:HGNC:6068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL1RL2","ENSG00000115598","IL1RL2","interleukin 1 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:5999]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNPTG","ENSG00000090581","GNPTG","N-acetylglucosamine-1-phosphate transferase subunit gamma [Source:HGNC Symbol;Acc:HGNC:23026]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LAIR2","ENSG00000167618","LAIR2","leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAMK2N1","ENSG00000162545","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNC1","ENSG00000129159","KCNC1","potassium voltage-gated channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:6233]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC39A1","ENSG00000143570","SLC39A1","solute carrier family 39 member 1 [Source:HGNC Symbol;Acc:HGNC:12876]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIP4","ENSG00000103671","TRIP4","thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUSD1","ENSG00000106868","SUSD1","sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC66","ENSG00000188993","LRRC66","leucine rich repeat containing 66 [Source:HGNC Symbol;Acc:HGNC:34299]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM213","ENSG00000214128","TMEM213","transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF354B","ENSG00000178338","ZNF354B","zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BDP1","ENSG00000145734","BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDFY2","ENSG00000139668","WDFY2","WD repeat and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20482]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAR2P2","ENSG00000178162","FAR2P2","fatty acyl-CoA reductase 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49279]","GENECARDS,HGNC"
